GameId	Sources	Show Name	PlayerID (this should reflect turn order)	Commander	Partner Commander	Link to Deck	AVG CMC of Deck	Total Cost of Deck in paper 	Land Count in deck)	Deck Type	Sol Ring / Mana Crypt by Turn 3	1 accelerant or Both?	Mana producing Lands at end of the Game	Cards Remaining in Deck	Eliminated by Which Player	Player Eliminated How	Player Won?	Color Identity of Commander
3195	MTG Muddstah 5/10/18	MTG Muddstah	3	Krenko Mob Boss	N/A	http://tappedout.net/mtg-decks/krenko-not-so-budget-anymore-edh/	2.83	336	35	Aggro	Early ManaC/Sol Ring	1	3	0	2	Commander Damage	No	R
3195	MTG Muddstah 5/10/18	MTG Muddstah	4	Dralnu Lich Lord	N/A	http://tappedout.net/mtg-decks/dralnu-is-love-dralnu-is-life/	3.03	1019	36	Combo	No Early ManaC/Sol Ring	0	7	0	2	Combat Damage	No	UB
3196	MTG Muddstah 5/7/18	MTG Muddstah	1	Zedruu the Greathearted	N/A	http://tappedout.net/mtg-decks/zedruu-the-hatehearted/	3.28	2957	35	Control	No Early ManaC/Sol Ring	0	7	0	3	Combat Damage	No	WUR
3196	MTG Muddstah 5/7/18	MTG Muddstah	2	Slimefoot the Stowaway	N/A	http://tappedout.net/mtg-decks/slimefoot-the-saproling-bro/?cb=1525565396	3.18	635	34	Mid-Range	No Early ManaC/Sol Ring	0	9	0	0		Yes	BG
3196	MTG Muddstah 5/7/18	MTG Muddstah	3	Muldrotha the Gravetide	N/A	N/A	0	0	0	Combo	Early ManaC/Sol Ring	1	12	0	3	Non-Combat non-combo	No	UBG
3196	MTG Muddstah 5/7/18	MTG Muddstah	4	Krenko Mob Boss	N/A	http://tappedout.net/mtg-decks/krenko-not-so-budget-anymore-edh/	2.83	336	35	Aggro	No Early ManaC/Sol Ring	0	15	0	2	Infect	No	R
3197	MTG Muddstah 4/19/18	MTG Muddstah	1	Kaervek the Merciless	N/A	http://tappedout.net/mtg-decks/kaervek-the-merciless-bitch/?cb=1523240631	4.27	322	37	Mid-Range	No Early ManaC/Sol Ring	0	9	0	3	Combat Damage	No	BR
3197	MTG Muddstah 4/19/18	MTG Muddstah	2	Karador Ghost Chieftain	N/A	http://tappedout.net/mtg-decks/15-04-18-bhe-karador-ghost-chieftain/	3.67	736	36	Combo	No Early ManaC/Sol Ring	0	5	0	3	Combat Damage	No	WBG
3197	MTG Muddstah 4/19/18	MTG Muddstah	3	Dragonlord Silumgar	N/A	http://tappedout.net/mtg-decks/dragonlord-silumgar-stealy-edh/	4.18	232	38	Control	No Early ManaC/Sol Ring	0	7	0	0		Yes	UB
3197	MTG Muddstah 4/19/18	MTG Muddstah	4	Ghalta Primal Hunger	N/A	https://tappedout.net/mtg-decks/ghalta-primal-elfball-edh/	3.03	150	35	Mid-Range	No Early ManaC/Sol Ring	0	4	0	2	Non-Combat non-combo	No	G
3198	MTG Muddstah 4/16/18	MTG Muddstah	2	Derevi Empyrial Tactician	N/A	https://tappedout.net/mtg-decks/derevi-wizard-tribal-with-friends/	2.37	1034	32	Control	No Early ManaC/Sol Ring	0	5	0	3	Combat Damage	No	WUG
3198	MTG Muddstah 4/16/18	MTG Muddstah	3	Gishath Sun's Avatar	N/A	https://tappedout.net/mtg-decks/07-10-17-jurassic-park/	4.22	326	37	Mid-Range	No Early ManaC/Sol Ring	0	12	0	1	Combat Damage	No	WRG
3198	MTG Muddstah 4/16/18	MTG Muddstah	4	Yidris Maelstrom Wielder	N/A	https://tappedout.net/mtg-decks/yidris-clone-and-steal-1/	4.02	730	37	Mid-Range	No Early ManaC/Sol Ring	0	15	0	4	Non-Combat non-combo	No	UBRG
3198	MTG Muddstah 4/16/18	MTG Muddstah	1	Tymna the Weaver	Tana the Bloodsower	https://tappedout.net/mtg-decks/tt-dynamite-sisters/	2.58	1370	34	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	WBRG
3199	MTG Muddstah 4/2/18	MTG Muddstah	1	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	286	37	Mid-Range	No Early ManaC/Sol Ring	0	14	0	4	Non-Combat non-combo	No	WG
3199	MTG Muddstah 4/2/18	MTG Muddstah	2	Jenara Asura of War	N/A	https://tappedout.net/mtg-decks/jenara-edh-2018/?cb=1522676477	3.44	218	36	Mid-Range	No Early ManaC/Sol Ring	0	11	0	4	Combat Damage	No	WUG
3199	MTG Muddstah 4/2/18	MTG Muddstah	3	Shirei Shizo's Caretaker	N/A	http://tappedout.net/mtg-decks/03-11-17-shirei-shizos-caretaker/	2.87	244	31	Control	No Early ManaC/Sol Ring	0	7	0	4	Non-Combat non-combo	No	B
3199	MTG Muddstah 4/2/18	MTG Muddstah	4	Seizan Perverter of Truth	N/A	http://tappedout.net/mtg-decks/slug-life/	3.65	470	37	Control	No Early ManaC/Sol Ring	0	9	0	0		Yes	B
3200	MTG Muddstah 3/29/18	MTG Muddstah	1	Endrek Sahr Master Breeder	N/A		0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	8	0	4	Combo	No	B
3200	MTG Muddstah 3/29/18	MTG Muddstah	2	Temmet Vizier of Naktamun	N/A	https://tappedout.net/mtg-decks/king-tut-tokens/	2.87	381	37	Aggro	No Early ManaC/Sol Ring	0	8	0	4	Combo	No	WU
3200	MTG Muddstah 3/29/18	MTG Muddstah	3	Mathas Fiend Seeker	N/A	http://tappedout.net/mtg-decks/mathas-bitter-bounty/	3.1	856	37	Control	No Early ManaC/Sol Ring	0	10	0	0		Yes	WBR
3200	MTG Muddstah 3/29/18	MTG Muddstah	4	Hapatra Vizier of Poisons	N/A	https://tappedout.net/mtg-decks/29-09-17-LmS-hapatra/?cb=1520012163	3.18	153	35	Control	No Early ManaC/Sol Ring	0	9	0	3	Non-Combat non-combo	No	BG
4000	MTG Muddstah 08/27/18	MTG Muddstah	1	Daretti Scrap Savant	N/A	http://tappedout.net/mtg-decks/13-11-14-Gfl-daretti/	4.03	986	36	Combo	No Early ManaC/Sol Ring	0	6	0	3	Combo	No	R
4000	MTG Muddstah 08/27/18	MTG Muddstah	2	Baral Chief of Compliance	N/A	https://tappedout.net/mtg-decks/the-aggresive-barrel-cmdr-baral-chief-of-complia/	3.39	93	33	Control	No Early ManaC/Sol Ring	0	9	0	3	Combo	No	U
4000	MTG Muddstah 08/27/18	MTG Muddstah	3	Grimgrin Corpse-Born	N/A	http://tappedout.net/mtg-decks/what-is-dead-cannot-die-2/	3.7	848	37	Combo	No Early ManaC/Sol Ring	0	9	0	0		Yes	UB
4000	MTG Muddstah 08/27/18	MTG Muddstah	4	Dralnu Lich Lord	N/A	http://tappedout.net/mtg-decks/dralnu-is-love-dralnu-is-life/	3.03	1020	36	Combo	No Early ManaC/Sol Ring	0	7	0	1	Non-Combat non-combo	No	UB
4001	MTG Muddstah 09/10/18	MTG Muddstah	1	Daretti Scrap Savant	N/A	https://tappedout.net/mtg-decks/10-09-18-built-from-scratch-precon/?cb=1536610840	3.8	89	41	Combo	No Early ManaC/Sol Ring	0	12	0	0		Yes	R
4001	MTG Muddstah 09/10/18	MTG Muddstah	2	Ob Nixilis of the Black Oath	N/A	https://tappedout.net/mtg-decks/sworn-to-darkness-precon-2/	3.87	127	40	Mid-Range	No Early ManaC/Sol Ring	0	17	0	1	Other	No	B
4001	MTG Muddstah 09/10/18	MTG Muddstah	3	Teferi Temporal Archmage	N/A	https://tappedout.net/mtg-decks/10-09-18-peer-through-time-precon/	4.1	115	38	Control	No Early ManaC/Sol Ring	0	15	0	2	Non-Combat non-combo	No	U
4001	MTG Muddstah 09/10/18	MTG Muddstah	4	Nahiri the Lithomancer	N/A	https://tappedout.net/mtg-decks/forged-in-stone-precon-2/	3.69	115	39	Voltron	No Early ManaC/Sol Ring	0	13	0	3	Combat Damage	No	W
4002	MTG Muddstah 09/03/18	MTG Muddstah	1	Dragonlord Ojutai	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	11	0	4	Mill	No	WU
4002	MTG Muddstah 09/03/18	MTG Muddstah	2	Yidris Maelstrom Wielder	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	13	0	4	Mill	No	UBRG
4002	MTG Muddstah 09/03/18	MTG Muddstah	3	Zedruu the Greathearted	N/A	https://tappedout.net/mtg-decks/zedruu-the-hatehearted/	3.28	2958	35	Control	Early ManaC/Sol Ring	1	7	0	4	Non-Combat non-combo	No	WUR
4002	MTG Muddstah 09/03/18	MTG Muddstah	4	Muldrotha the Gravetide	N/A	https://tappedout.net/mtg-decks/muldrotah-value-town/	3.14	480	36	Mid-Range	No Early ManaC/Sol Ring	0	10	0	0		Yes	UBG
4003	MTG Muddstah 09/06/18	MTG Muddstah	1	Shattergang Brothers	N/A	http://tappedout.net/mtg-decks/28-01-18-shattergang-edh/	3.03	737	36	Aggro	No Early ManaC/Sol Ring	0	8	0	0		Yes	BRG
4003	MTG Muddstah 09/06/18	MTG Muddstah	2	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	Early ManaC/Sol Ring	1	13	0	1	Combat Damage	No	WG
4003	MTG Muddstah 09/06/18	MTG Muddstah	3	Brago King Eternal	N/A	http://tappedout.net/mtg-decks/30-03-15-brago-bounce/	3.81	392	36	Control	No Early ManaC/Sol Ring	0	5	0	1	Non-Combat non-combo	No	WU
4003	MTG Muddstah 09/06/18	MTG Muddstah	4	Kaalia of the Vast	N/A	http://tappedout.net/mtg-decks/kalia-of-the-vast-edh/	4.21	574	37	Aggro	No Early ManaC/Sol Ring	0	6	0	1	Combat Damage	No	WBR
4004	MTG Muddstah 03/22/18	MTG Muddstah	1	Unesh Criosphinx Sovereign	N/A	https://tappedout.net/mtg-decks/fact-or-sphinxtion/	4.23	140	36	Control	No Early ManaC/Sol Ring	0	9	0	2	Combat Damage	No	U
4004	MTG Muddstah 03/22/18	MTG Muddstah	2	Nath of the Gilt-Leaf	N/A	http://tappedout.net/mtg-decks/a-nathsty-surprise/	3.3	502	36	Mid-Range	No Early ManaC/Sol Ring	0	11	0	4	Combat Damage	No	BG
4004	MTG Muddstah 03/22/18	MTG Muddstah	3	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	Early ManaC/Sol Ring	1	6	0	4	Commander Damage	No	WG
4004	MTG Muddstah 03/22/18	MTG Muddstah	4	Kumena Tyrant of Orazca	N/A	https://tappedout.net/mtg-decks/kumena-and-his-ugandan-knuckles-tribe/?cb=1521073185	3.03	149	35	Mid-Range	No Early ManaC/Sol Ring	0	8	0	0		Yes	UG
4005	MTG Muddstah 06/04/18	MTG Muddstah	1	Silas Renn Seeker Adept	Tymna the Weaver	http://tappedout.net/mtg-decks/15-04-18-SXK-silas-tymna/	3.45	376	38	Control	No Early ManaC/Sol Ring	0	6	0	1	Other	No	WUB
4005	MTG Muddstah 06/04/18	MTG Muddstah	2	Edgar Markov	N/A	https://tappedout.net/mtg-decks/08-04-18-qsI-edgar-markov/	2.62	135	34	Aggro	No Early ManaC/Sol Ring	0	8	0	3	Combat Damage	No	WBR
4005	MTG Muddstah 06/04/18	MTG Muddstah	3	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	No Early ManaC/Sol Ring	0	13	0	0		Yes	WG
4005	MTG Muddstah 06/04/18	MTG Muddstah	4	Bruse Tarl Boorish Herder	Ludevic Necro-Alchemist	https://tappedout.net/mtg-decks/lifted-by-clouds-deck/	2.69	190	37	Control	No Early ManaC/Sol Ring	0	12	0	3	Combat Damage	No	WUR
4006	MTG Muddstah 06/11/18	MTG Muddstah	1	Firesong and Sunspeaker	N/A	http://tappedout.net/mtg-decks/19-04-18-mvv-firesong-and-sunspeaker/	3.52	298	38	Mid-Range	No Early ManaC/Sol Ring	0	6	0	0		Yes	WR
4006	MTG Muddstah 06/11/18	MTG Muddstah	2	Rakdos Lord of Riots	N/A	http://tappedout.net/mtg-decks/06-10-17-rakdos-lord-of-eldrazi/	4.35	436	35	Aggro	No Early ManaC/Sol Ring	0	10	0	4	Combat Damage	No	BR
4006	MTG Muddstah 06/11/18	MTG Muddstah	3	Rashmi Eternities Crafter	N/A	http://tappedout.net/mtg-decks/rashmi-merfolk-tribal-1/	3.18	233	38	Control	No Early ManaC/Sol Ring	0	10	0	1	Non-Combat non-combo	No	UG
4006	MTG Muddstah 06/11/18	MTG Muddstah	4	Kangee Aerie Keeper	N/A	http://tappedout.net/mtg-decks/08-05-18-kangee-bird-tribal/	3.29	138	37	Control	No Early ManaC/Sol Ring	0	2	0	1	Non-Combat non-combo	No	WU
4007	MTG Muddstah 01/22/18	MTG Muddstah	1	Atarka World Render	N/A	http://tappedout.net/mtg-decks/atarka-doubles-your-damage/	3.95	145	35	Aggro	No Early ManaC/Sol Ring	0	7	0	4	Combat Damage	No	RG
4007	MTG Muddstah 01/22/18	MTG Muddstah	2	Elenda the Dusk Rose	N/A	http://tappedout.net/mtg-decks/hufflepuffd/	3.69	547	36	Mid-Range	No Early ManaC/Sol Ring	0	10	0	0		Yes	WB
4007	MTG Muddstah 01/22/18	MTG Muddstah	3	Rakdos Lord of Riots	N/A	http://tappedout.net/mtg-decks/06-10-17-rakdos-lord-of-eldrazi/	4.35	436	35	Aggro	No Early ManaC/Sol Ring	0	6	0	1	Commander Damage	No	BR
4007	MTG Muddstah 01/22/18	MTG Muddstah	4	The Scarab God	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	7	0	1	Other	No	UB
4008	MTG Muddstah 01/29/18	MTG Muddstah	1	Zacama Primal Calamity	N/A	https://tappedout.net/mtg-decks/nayastormus-rex/	3.9	600	38	Combo	No Early ManaC/Sol Ring	0	17	0	0		Yes	WRG
4008	MTG Muddstah 01/29/18	MTG Muddstah	2	Elenda the Dusk Rose	N/A	http://tappedout.net/mtg-decks/hufflepuffd/	3.69	547	36	Mid-Range	No Early ManaC/Sol Ring	0	5	0	1	Combo	No	WB
4008	MTG Muddstah 01/29/18	MTG Muddstah	3	Bontu the Glorified	N/A	https://tappedout.net/mtg-decks/big-baby-bontu/	3.85	311	38	Control	No Early ManaC/Sol Ring	0	7	0	1	Combo	No	B
4008	MTG Muddstah 01/29/18	MTG Muddstah	4	Edgar Markov	N/A	http://tappedout.net/mtg-decks/count-chocula-retired/	3.54	318	37	Aggro	No Early ManaC/Sol Ring	0	5	0	1	Combo	No	WBR
4009	MTG Muddstah 01/29/18	MTG Muddstah	1	Ikra Shidiqi the Usurper	Vial Smasher the Fierce	https://tappedout.net/mtg-decks/ankle-shanker-if-youre-nasty/	3.52	743	36	Combo	No Early ManaC/Sol Ring	0	7	0	3	Combo	No	BRG
4009	MTG Muddstah 01/29/18	MTG Muddstah	2	Dralnu Lich Lord	N/A	http://tappedout.net/mtg-decks/dralnu-is-love-dralnu-is-life/	3.03	1020	36	Combo	No Early ManaC/Sol Ring	0	7	0	3	Combo	No	UB
4009	MTG Muddstah 01/29/18	MTG Muddstah	3	The Ur-Dragon	N/A	https://tappedout.net/mtg-decks/not-what-ur-expecting/	4.08	995	41	Aggro	No Early ManaC/Sol Ring	0	7	0	0		Yes	WUBRG
4009	MTG Muddstah 01/29/18	MTG Muddstah	4	Temmet Vizier of Naktamun	N/A	https://tappedout.net/mtg-decks/king-tut-tokens/	2.87	381	37	Aggro	Early ManaC/Sol Ring	1	3	0	4	Other	No	WU
4010	MTG Muddstah 08/07/17	MTG Muddstah	1	The Scarab God	N/A	http://tappedout.net/mtg-decks/justdimirthings-scarab-god-zombies/	3.28	1150	35	Mid-Range	No Early ManaC/Sol Ring	0	7	0	2	Combat Damage	No	UB
4010	MTG Muddstah 08/07/17	MTG Muddstah	2	Unesh Criosphinx Sovereign	N/A	http://tappedout.net/mtg-decks/i-sphinx-you-lose/	3.89	242	36	Control	No Early ManaC/Sol Ring	0	10	0	0		Yes	U
4010	MTG Muddstah 08/07/17	MTG Muddstah	3	Tasigur the Golden Fang	N/A	http://tappedout.net/mtg-decks/tasigur-the-golden-fag-1/	3.53	2470	37	Combo	No Early ManaC/Sol Ring	0	8	0	3	Other	No	UBG
4010	MTG Muddstah 08/07/17	MTG Muddstah	4	Atraxa Praetors' Voice	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	7	0	2	Combat Damage	No	WUBG
4011	MTG Muddstah 09/26/16	MTG Muddstah	1	Phenax God of Deception	N/A	http://tappedout.net/mtg-decks/phenax-bo-benax/	3.71	276	37	Mid-Range	No Early ManaC/Sol Ring	0	7	0	3	Combat Damage	No	UB
4011	MTG Muddstah 09/26/16	MTG Muddstah	2	Rakdos Lord of Riots	N/A	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	BR
4011	MTG Muddstah 09/26/16	MTG Muddstah	3	Kruphix God of Horizons	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	12	0	0		Yes	UG
4011	MTG Muddstah 09/26/16	MTG Muddstah	4	Mayael the Anima	N/A	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	11	0	3	Combat Damage	No	WRG
4012	MTG Muddstah 09/12/16	MTG Muddstah	1	Prossh Skyraider of Kher	N/A	http://tappedout.net/mtg-decks/prossh-he-who-hungers/	2.72	3088	35	Aggro	No Early ManaC/Sol Ring	0	11	0	2	Combat Damage	No	BRG
4012	MTG Muddstah 09/12/16	MTG Muddstah	2	Derevi Empyrial Tactician	N/A	http://tappedout.net/mtg-decks/evil-adams-derevi/?cb=1536917023	2.52	1885	36	Control	No Early ManaC/Sol Ring	0	10	0	0		Yes	WUG
4012	MTG Muddstah 09/12/16	MTG Muddstah	3	Ezuri Claw of Progress	N/A	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	7	0	3	Other	No	UG
4012	MTG Muddstah 09/12/16	MTG Muddstah	4	Momir Vig Simic Visionary	N/A	N/A	0	0	0	Combo	No Early ManaC/Sol Ring	0	6	0	2	Combat Damage	No	UG
4013	MTG Muddstah 07/04/16	MTG Muddstah	1	Grand Arbiter Augustin IV	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	5	0	1	Other	No	WU
4013	MTG Muddstah 07/04/16	MTG Muddstah	2	Derevi Empyrial Tactician	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	5	0	3	Combat Damage	No	WUG
4013	MTG Muddstah 07/04/16	MTG Muddstah	3	Prossh Skyraider of Kher	N/A	http://tappedout.net/mtg-decks/prossh-he-who-hungers/	2.72	3088	35	Aggro	No Early ManaC/Sol Ring	0	14	0	0		Yes	BRG
4013	MTG Muddstah 07/04/16	MTG Muddstah	4	Purphoros God of the Forge	N/A	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	R
4014	MTG Muddstah 04/24/17	MTG Muddstah	1	Queen Marchesa	N/A	http://tappedout.net/mtg-decks/02-04-17-queen-marchesa/	3.22	345	36	Combo	No Early ManaC/Sol Ring	0	9	0	4	Combat Damage	No	WBR
4014	MTG Muddstah 04/24/17	MTG Muddstah	2	Ruric Thar the Unbowed	N/A	http://tappedout.net/mtg-decks/oath-of-the-hatewatch/	3.74	372	35	Aggro	No Early ManaC/Sol Ring	0	12	0	4	Other	No	RG
4014	MTG Muddstah 04/24/17	MTG Muddstah	3	Kynaios and Tiro of Meletis	N/A	http://tappedout.net/mtg-decks/harrys-kynaios-and-tiro/	3.48	216	36	Control	No Early ManaC/Sol Ring	0	9	0	4	Non-Combat non-combo	No	WURG
4014	MTG Muddstah 04/24/17	MTG Muddstah	4	Phage the Untouchable	N/A	http://tappedout.net/mtg-decks/die-last-or-die-trying/	3.52	836	38	Mid-Range	No Early ManaC/Sol Ring	0	9	0	0		Yes	B
4015	MTG Muddstah 01/16/17	MTG Muddstah	1	Karador Ghost Chieftain	N/A	http://tappedout.net/mtg-decks/kara-dont-play-like-dat/	3.08	2701	35	Control	No Early ManaC/Sol Ring	0	7	0	0		Yes	WBG
4015	MTG Muddstah 01/16/17	MTG Muddstah	2	Jareth Leonine Titan	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	5	0	3	Commander Damage	No	W
4015	MTG Muddstah 01/16/17	MTG Muddstah	3	Sigarda Host of Herons	N/A	N/A	0	0	0	Voltron	Early ManaC/Sol Ring	0	15	0	3	Other	No	WG
4015	MTG Muddstah 01/16/17	MTG Muddstah	4	Wrexial the Risen Deep	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	8	0	3	Commander Damage	No	UB
4016	MTG Muddstah 02/26/18	MTG Muddstah	1	Experiment Kraj	N/A	https://tappedout.net/mtg-decks/just-a-casual-kraj-edh/	3.41	135	37	Mid-Range	No Early ManaC/Sol Ring	0	10	0	2	Infect	No	UG
4016	MTG Muddstah 02/26/18	MTG Muddstah	2	Nezahal Primal Tide	N/A	http://tappedout.net/mtg-decks/you-should-visit-your-elder-dinosaur-more/?cb=1519508300	3.66	244	36	Control	No Early ManaC/Sol Ring	0	7	0	4	Non-Combat non-combo	No	U
4016	MTG Muddstah 02/26/18	MTG Muddstah	3	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	Early ManaC/Sol Ring	1	12	0	2	Infect	No	WG
4016	MTG Muddstah 02/26/18	MTG Muddstah	4	Rakdos Lord of Riots	N/A	https://tappedout.net/mtg-decks/24-02-18-rakdos-lord-of-riots/	3.94	156	35	Aggro	No Early ManaC/Sol Ring	0	10	0	0		Yes	BR
4017	MTG Muddstah 07/09/18	MTG Muddstah	1	Alesha Who Smiles at Death	N/A	http://tappedout.net/mtg-decks/alesha-edh-mtgo-budget/	2.92	57	0	Combo	No Early ManaC/Sol Ring	0	11	0	4	Mill	No	WBR
4017	MTG Muddstah 07/09/18	MTG Muddstah	2	Ghave Guru of Spores	N/A	N/A	0	0	0	Combo	Early ManaC/Sol Ring	0	9	0	4	Mill	No	WBG
4017	MTG Muddstah 07/09/18	MTG Muddstah	3	Sen Triplets	N/A	http://tappedout.net/mtg-decks/three-sen-boiz/	4.18	516	38	Control	No Early ManaC/Sol Ring	0	6	0	2	Combat Damage	No	WUB
4017	MTG Muddstah 07/09/18	MTG Muddstah	4	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	No Early ManaC/Sol Ring	0	11	0	0		Yes	WG
4018	MTG Muddstah 02/01/18	MTG Muddstah	1	Heliod God of the Sun	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	13	0	4	Non-Combat non-combo	No	W
4018	MTG Muddstah 02/01/18	MTG Muddstah	2	The Locust God	N/A	http://tappedout.net/mtg-decks/the-locust-god-commandeth/	2.84	334	36	Control	No Early ManaC/Sol Ring	0	15	0	3	Combat Damage	No	UR
4018	MTG Muddstah 02/01/18	MTG Muddstah	3	Neheb the Worthy	N/A	https://tappedout.net/mtg-decks/rakdos-maze-of-insanity/	3.37	208	35	Aggro	Early ManaC/Sol Ring	0	11	0	0		Yes	BR
4018	MTG Muddstah 02/01/18	MTG Muddstah	4	Trostani Selesnya's Voice	N/A	N/A	0	0	0	Mid-Range	Early ManaC/Sol Ring	0	16	0	3	Combat Damage	No	WG
4019	MTG Muddstah 02/22/18	MTG Muddstah	1	Prime Speaker Zegana	N/A	http://tappedout.net/mtg-decks/everything-at-once-1/?cb=1518304010	3.7	268	34	Control	No Early ManaC/Sol Ring	0	17	0	0		Yes	UG
4019	MTG Muddstah 02/22/18	MTG Muddstah	2	Queen Marchesa	N/A	http://tappedout.net/mtg-decks/marchesa-and-the-talssassins/	3.59	442	36	Combo	No Early ManaC/Sol Ring	0	9	0	1	Non-Combat non-combo	No	WBR
4019	MTG Muddstah 02/22/18	MTG Muddstah	3	Trostani Selesnya's Voice	N/A	http://tappedout.net/mtg-decks/trostani-graveyard-tokens/	3.75	287	37	Mid-Range	No Early ManaC/Sol Ring	0	16	0	1	Non-Combat non-combo	No	WG
4019	MTG Muddstah 02/22/18	MTG Muddstah	4	Karador Ghost Chieftain	N/A	https://tappedout.net/mtg-decks/karador-ver-ogs/	4.17	670	37	Combo	No Early ManaC/Sol Ring	0	11	0	1	Non-Combat non-combo	No	WBG
4020	MTG Muddstah 01/08/2018	MTG Muddstah	1	Sakashima the Impostor	N/A	http://tappedout.net/mtg-decks/13-08-17-sakashima/	4.25	547	36	Control	No Early ManaC/Sol Ring	0	9	0	3	Non-Combat non-combo	No	U
4020	MTG Muddstah 01/08/2018	MTG Muddstah	2	Edgar Markov	N/A	N/A	0	0	0	Aggro	Early ManaC/Sol Ring	1	5	0	3	Non-Combat non-combo	No	WBR
4020	MTG Muddstah 01/08/2018	MTG Muddstah	3	Breya Etherium Shaper	N/A	N/A	0	0	0	Combo	No Early ManaC/Sol Ring	0	7	0	0		Yes	WUBR
4020	MTG Muddstah 01/08/2018	MTG Muddstah	4	Zedruu the Greathearted	N/A	https://tappedout.net/mtg-decks/zedruu-the-hatehearted/	3.28	2958	35	Control	Early ManaC/Sol Ring	1	7	0	3	Non-Combat non-combo	No	WUR
4021	MTG Muddstah 09/07/17	MTG Muddstah	1	Mogis God of Slaughter	N/A	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	8	0	4	Non-Combat non-combo	No	BR
4021	MTG Muddstah 09/07/17	MTG Muddstah	2	Zedruu the Greathearted	N/A	https://tappedout.net/mtg-decks/zedruu-the-hatehearted/	3.28	2958	35	Control	No Early ManaC/Sol Ring	0	10	0	2	Other	No	WUR
4021	MTG Muddstah 09/07/17	MTG Muddstah	3	Nazahn Revered Bladesmith	N/A	http://tappedout.net/mtg-decks/given-to-axecesses/	3.29	453	35	Mid-Range	No Early ManaC/Sol Ring	0	15	0	3	Other	No	WG
4021	MTG Muddstah 09/07/17	MTG Muddstah	4	Jori En Ruin Diver	N/A	http://tappedout.net/mtg-decks/jori-en-edh-2017/	3.58	284	36	Control	No Early ManaC/Sol Ring	0	9	0	0		Yes	UR
4022	MTG Muddstah 09/11/17	MTG Muddstah	1	Kiki-Jiki Mirror Breaker	N/A	http://tappedout.net/mtg-decks/25-04-17-kikis-delivery-service/	3.55	698	38	Aggro	Early ManaC/Sol Ring	1	5	0	2	Combo	No	R
4022	MTG Muddstah 09/11/17	MTG Muddstah	2	Ramos Dragon Engine	N/A	http://tappedout.net/mtg-decks/fruity-pebble-spells/	4.34	278	38	Mid-Range	Early ManaC/Sol Ring	1	13	0	0		Yes	WUBRG
4022	MTG Muddstah 09/11/17	MTG Muddstah	3	Nazahn Revered Bladesmith	N/A	http://tappedout.net/mtg-decks/given-to-axecesses/	3.29	453	35	Mid-Range	Early ManaC/Sol Ring	1	16	0	2	Combo	No	WG
4022	MTG Muddstah 09/11/17	MTG Muddstah	4	Karador Ghost Chieftain	N/A	http://tappedout.net/mtg-decks/kara-dont-play-like-dat/	3.08	2701	35	Combo	No Early ManaC/Sol Ring	0	6	0	2	Combo	No	WBG
4023	MTG Muddstah 07/10/17	MTG Muddstah	1	Yidris Maelstrom Wielder	N/A	http://tappedout.net/mtg-decks/yidris-clone-and-steal-1/	4.02	730	37	Mid-Range	Early ManaC/Sol Ring	1	11	0	2	Mill	No	UBRG
4023	MTG Muddstah 07/10/17	MTG Muddstah	2	Saffi Eriksdotter	N/A	http://tappedout.net/mtg-decks/saffi-edh-2017/	3.42	480	36	Mid-Range	No Early ManaC/Sol Ring	0	11	0	0		Yes	WG
