GameId	Sources	Show Name	PlayerID (this should reflect turn order)	Commander	Partner Commander	Link to Deck	AVG CMC of Deck	Total Cost of Deck in paper 	Land Count in deck)	Deck Type	Sol Ring / Mana Crypt by Turn 3	1 accelerant or Both?	Mana producing Lands at end of the Game	Cards Remaining in Deck	Eliminated by Which Player	Player Eliminated How	Player Won?	Color Identity of Commander
1001	Commander Clash 12/17/15	Commander Clash	1	Sen Triplets	N/A	https://tappedout.net/mtg-decks/cc-121715-sen-trips-ash/	3.95	268	38	Control	No Early ManaC/Sol Ring	0	9	72	2	Infect	No	WUB
1001	Commander Clash 12/17/15	Commander Clash	2	Edric Spymaster of Trest	N/A	https://tappedout.net/mtg-decks/cc-121715-edric-ash/	2.14	123	34	Mid-Range	Early ManaC/Sol Ring	1	12	20	0		Yes	UG
1001	Commander Clash 12/17/15	Commander Clash	3	Glissa the Traitor	N/A	https://tappedout.net/mtg-decks/cc-121715-glissa-ash/	3.09	161	36	Aggro	No Early ManaC/Sol Ring	0	9	69	2	Combat Damage	No	BG
1001	Commander Clash 12/17/15	Commander Clash	4	Omnath Locus of Rage	N/A	https://tappedout.net/mtg-decks/cc-121715-omnath-ash/	3.93	91	40	Mid-Range	No Early ManaC/Sol Ring	0	12	72	2	Infect	No	RG
1002	Commander VS 07/16/14	Commander VS.	2	Marchesa the Black Rose	N/A	https://tappedout.net/mtg-decks/cv-071614-marchesa-ash/?cb=1536188859	3.91	777	36	Aggro	Early ManaC/Sol Ring	1	12	0	0		Yes	UBR
1002	Commander VS 07/16/14	Commander VS.	1	Selvala Explorer Returned	N/A	https://tappedout.net/mtg-decks/cv-071614-selvala-ash/	3.24	551	34	Mid-Range	Early ManaC/Sol Ring	1	10	0	2	Combat Damage	No	WG
1002	Commander VS 07/16/14	Commander VS.	3	Grenzo Dungeon Warden	N/A	https://tappedout.net/mtg-decks/cv-071614-grenzo-ash/	4.35	483	35	Aggro	Early ManaC/Sol Ring	1	8	0	2	Combat Damage	No	BR
1002	Commander VS 07/16/14	Commander VS.	4	Muzzio Visionary Architect	N/A	https://tappedout.net/mtg-decks/cv-071614-muzzio-ash/	3.91	1060	35	Combo	No Early ManaC/Sol Ring	0	9	0	2	Combat Damage	No	U
1003	Commander VS 10/22/14	Commander VS.	1	Narset Enlightened Master	N/A	https://tappedout.net/mtg-decks/cv-102214-narset-ash/?cb=1536189139	3.92	1214	37	Control	No Early ManaC/Sol Ring	0	2	0	0		Yes	WUR
1003	Commander VS 10/22/14	Commander VS.	4	Sidisi Brood Tyrant	N/A	https://tappedout.net/mtg-decks/cv-102214-sidisi-ash/?cb=1536189149	3.45	873	34	Mid-Range	No Early ManaC/Sol Ring	0	6	0	2	Combat Damage	No	UBG
1003	Commander VS 10/22/14	Commander VS.	2	Surrak Dragonclaw	N/A	https://tappedout.net/mtg-decks/cv-102214-surrak-ash/?cb=1536189118	3.65	1432	32	Mid-Range	No Early ManaC/Sol Ring	0	2	0	1	Combat Damage	No	URG
1003	Commander VS 10/22/14	Commander VS.	3	Anafenza the Foremost	N/A	https://tappedout.net/mtg-decks/cv-102214-anafenza-ash/?cb=1536189094	4.25	1572	37	Control	Early ManaC/Sol Ring	1	5	0	2	Combat Damage	No	WBG
1004	Commander VS 08/08/18	Commander VS.	2	Lord Windgrace	N/A	https://tappedout.net/mtg-decks/cv-080818-windgrace-ash/?cb=1536190090	3.86	76	43	Mid-Range	No Early ManaC/Sol Ring	0	15	0	0		Yes	BRG
1004	Commander VS 08/08/18	Commander VS.	4	Estrid the Masked	N/A	https://tappedout.net/mtg-decks/cv-080818-estrid-ash/?cb=1536190132	3.9	72	39	Mid-Range	Early ManaC/Sol Ring	1	11	0	3	Combat Damage	No	WUG
1004	Commander VS 08/08/18	Commander VS.	3	Saheeli the Gifted	N/A	https://tappedout.net/mtg-decks/cvs-080818-saheeli-ash/?cb=1536190168	4.16	82	38	Aggro	No Early ManaC/Sol Ring	0	19	0	3	Combat Damage	No	UR
1004	Commander VS 08/08/18	Commander VS.	1	Aminatou the Fateshifter	N/A	https://tappedout.net/mtg-decks/cv-080818-aminatou-ash/?cb=1536190193	3.93	79	40	Control	No Early ManaC/Sol Ring	0	8	0	2	Combat Damage	No	WUB
1005	MTG Muddstah 08/30/18	MTG Muddstah	4	Zedruu the Greathearted	N/A	http://tappedout.net/mtg-decks/mmudd-083018-zedruu-ash/?cb=1536191587	3.22	673	37	Control	No Early ManaC/Sol Ring	0	10	0	0		Yes	WUR
1005	MTG Muddstah 08/30/18	MTG Muddstah	2	Krenko Mob Boss	N/A	http://tappedout.net/mtg-decks/krenko-not-so-budget-anymore-edh/	2.83	336	35	Aggro	No Early ManaC/Sol Ring	0	5	0	4	Non-Combat non-combo	No	R
1005	MTG Muddstah 08/30/18	MTG Muddstah	1	Braids Conjurer Adept	N/A	http://tappedout.net/mtg-decks/27-02-18-FpI-braids-commander-adept-copy/?cb=1532281204	4.54	410	37	Mid-Range	No Early ManaC/Sol Ring	0		0	3	Combat Damage	No	U
1005	MTG Muddstah 08/30/18	MTG Muddstah	3	Sen Triplets	N/A	http://tappedout.net/mtg-decks/three-sen-boiz/	4.18	516	38	Control	No Early ManaC/Sol Ring	0	7	0	4	Combat Damage	No	WUB
1006	Game Knights 08/08/18	Game Knights	3	Saheeli the Gifted	N/A	https://tappedout.net/mtg-decks/gk-precon-saheeli-ash/?cb=1536256430	4.16	82	38	Aggro	Early ManaC/Sol Ring	1	9	0	2	Combat Damage	No	UR
1006	Game Knights 08/08/18	Game Knights	2	Estrid the Masked	N/A	https://tappedout.net/mtg-decks/gk-precon-estrid-ash/?cb=1536256783	3.9	70	39	Mid-Range	No Early ManaC/Sol Ring	0	10	0	4	Combat Damage	No	WUG
1006	Game Knights 08/08/18	Game Knights	1	Lord Windgrace	N/A	https://tappedout.net/mtg-decks/gk-precon-windgrace-ash/?cb=1536256541	3.86	76	43	Mid-Range	No Early ManaC/Sol Ring	0	14	0	0		Yes	BRG
1006	Game Knights 08/08/18	Game Knights	4	Aminatou the Fateshifter	N/A	https://tappedout.net/mtg-decks/gk-precon-aminatou-ash/?cb=1536256234	3.93	79	40	Control	No Early ManaC/Sol Ring	0	14	0	1	Combat Damage	No	WUB
1007	Game Knights 05/23/18	Game Knights	1	Athreos God of Passage	N/A	https://tappedout.net/mtg-decks/jlks-shadowborn-apostle-l-game-knights-18/	2.6	398	35	Combo	No Early ManaC/Sol Ring	0	9	0	0		Yes	WB
1007	Game Knights 05/23/18	Game Knights	4	Neheb the Worthy	N/A	https://tappedout.net/mtg-decks/jimmys-neheb-the-worthy-l-game-knights-6-18/	3.59	795	36	Aggro	No Early ManaC/Sol Ring	0	3	0	1	Non-Combat non-combo	No	BR
1007	Game Knights 05/23/18	Game Knights	3	Sygg River Guide	N/A	http://tappedout.net/mtg-decks/professors-sygg-river-guide-l-game-knights-18/?cb=1527027655	3.03	713	37	Control	No Early ManaC/Sol Ring	0	8	0	1	Non-Combat non-combo	No	WU
1007	Game Knights 05/23/18	Game Knights	2	Ruhan of the Fomori	N/A	http://tappedout.net/mtg-decks/rrrooojjjjaaaaammmmmmmm/	3.16	727	37	Aggro	Early ManaC/Sol Ring	1	4	0	1	Non-Combat non-combo	No	WUR
1008	Game Knights 03/14/18	Game Knights	3	Animar Soul of Elements	N/A	https://tappedout.net/mtg-decks/jimmys-animar-morph-l-game-knights-16/	3.43	436	35	Mid-Range	No Early ManaC/Sol Ring	0	15	0	0		Yes	URG
1008	Game Knights 03/14/18	Game Knights	4	Grenzo Dungeon Warden	N/A	https://tappedout.net/mtg-decks/jlks-grenzo-l-game-knights-16/	3.44	380	36	Combo	No Early ManaC/Sol Ring	0	11	0	3	Non-Combat non-combo	No	BR
1008	Game Knights 03/14/18	Game Knights	1	Numot the Devastator	N/A	https://tappedout.net/mtg-card/numot-the-devastator/	3.56	697	36	Control	Early ManaC/Sol Ring	1	13	0	2	Combat Damage	No	WUR
1008	Game Knights 03/14/18	Game Knights	2	Rashmi Eternities Crafter	N/A	https://tappedout.net/mtg-decks/gabys-rashmi-l-game-knights-16/	3.68	684	38	Combo	No Early ManaC/Sol Ring	0	13	0	3	Non-Combat non-combo	No	UG
1009	Game Knights 02/16/18	Game Knights	1	Nicol Bolas	N/A	http://tappedout.net/mtg-decks/jlks-nicol-bolas-l-game-knights-15/	2.89	545	39	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	UBR
1009	Game Knights 02/16/18	Game Knights	4	Drana Liberator of Malakir	N/A	http://tappedout.net/mtg-decks/kathleens-drana-l-game-knights-15/	3.88	254	35	Mid-Range	No Early ManaC/Sol Ring	0	10	0	1	Combat Damage	No	B
1009	Game Knights 02/16/18	Game Knights	2	Chromium	N/A	http://tappedout.net/mtg-decks/grahams-chromium-l-game-knights-15/	3.77	171	36	Mid-Range	No Early ManaC/Sol Ring	0	11	0	4	Combat Damage	No	WUB
1009	Game Knights 02/16/18	Game Knights	3	Neheb the Eternal	N/A	http://tappedout.net/mtg-decks/jimmys-neheb-l-game-knights-15/	3.16	317	35	Aggro	No Early ManaC/Sol Ring	0	10	0	3	Non-Combat non-combo	No	R
1010	Game Knights 01/17/18	Game Knights	1	Kumena Tyrant of Orazca	N/A	http://tappedout.net/mtg-decks/jimmys-kumena-l-game-knights-14/	3.11	928	36	Mid-Range	No Early ManaC/Sol Ring	0	14	0	0		Yes	UG
1010	Game Knights 01/17/18	Game Knights	3	Zacama Primal Calamity	N/A	http://tappedout.net/mtg-decks/craigs-zacama-primal-calamity-l-game-knights-14/	3.83	1176	35	Mid-Range	No Early ManaC/Sol Ring	0	7	0	1	Infect	No	WRG
1010	Game Knights 01/17/18	Game Knights	2	Elenda the Dusk Rose	N/A	http://tappedout.net/mtg-decks/jlks-elenda-l-game-knights-14/	3.06	458	35	Combo	Early ManaC/Sol Ring	1	8	0	1	Combat Damage	No	WB
1010	Game Knights 01/17/18	Game Knights	4	Azor the Lawbringer	N/A	http://tappedout.net/mtg-card/azor-the-lawbringer/	3.31	374	35	Control	No Early ManaC/Sol Ring	0	10	0	3	Infect	No	WU
1011	Game Knights 10/13/17	Game Knights	1	Admiral Beckett Brass	N/A	http://tappedout.net/mtg-decks/ashlens-admiral-beckett-brass-l-game-knights-11/	3.28	579	36	Mid-Range	No Early ManaC/Sol Ring	0	6	0	0		Yes	UBR
1011	Game Knights 10/13/17	Game Knights	3	Vona Butcher of Magan	N/A	http://tappedout.net/mtg-decks/christines-vona-l-game-knights-11/	3.35	475	37	Voltron	No Early ManaC/Sol Ring	0	7	0	1	Combat Damage	No	WB
1011	Game Knights 10/13/17	Game Knights	2	Tishana Voice of Thunder	N/A	http://tappedout.net/mtg-decks/jlks-tishana-l-game-knights-11/	2.95	495	36	Mid-Range	No Early ManaC/Sol Ring	0	7	0	3	Non-Combat non-combo	No	UG
1011	Game Knights 10/13/17	Game Knights	4	Gishath Sun's Avatar	N/A	http://tappedout.net/mtg-card/gishath-suns-avatar/	4.06	556	24	Aggro	No Early ManaC/Sol Ring	0	4	0	2	Combat Damage	No	WRG
1012	Game Knights 08/11/17	Game Knights	2	Inalla Archmage Ritualist	N/A	https://tappedout.net/mtg-decks/gk-precon-inalla-ash/?cb=1536267356	3.97	93	38	Control	No Early ManaC/Sol Ring	0	9	0	4	Non-Combat non-combo	No	UBR
1012	Game Knights 08/11/17	Game Knights	1	The Ur-Dragon	N/A	https://tappedout.net/mtg-decks/gk-precon-ur-dragon-ash/?cb=1536267501	4.37	115	37	Mid-Range	No Early ManaC/Sol Ring	0	12	0	4	Combat Damage	No	WUBRG
1012	Game Knights 08/11/17	Game Knights	3	Arahbo Roar of the World	N/A	https://tappedout.net/mtg-decks/gk-precon-arahbo-ash/?cb=1536267616	3.7	124	37	Aggro	No Early ManaC/Sol Ring	0	9	0	4	Combo	No	WG
1012	Game Knights 08/11/17	Game Knights	4	Edgar Markov	N/A	https://tappedout.net/mtg-decks/gk-precon-edgar-ash/?cb=1536267683	3.71	133	37	Mid-Range	No Early ManaC/Sol Ring	0	12	0	0		Yes	WBR
1013	Game Knights 06/05/17	Game Knights	2	Kaalia of the Vast	N/A	https://tappedout.net/mtg-decks/gk-anthology-kaalia-ash/?cb=1536273748	4.15	77	38	Aggro	Early ManaC/Sol Ring	1		0	0		Yes	WBR
1013	Game Knights 06/05/17	Game Knights	1	Derevi Empyrial Tactician	N/A	https://tappedout.net/mtg-decks/gk-anthology-derevi-ash/?cb=1536274298	3.44	64	38	Control	Early ManaC/Sol Ring	1		0	2	Non-Combat non-combo	No	WUG
1013	Game Knights 06/05/17	Game Knights	3	Meren of Clan Nel Toth	N/A	https://tappedout.net/mtg-decks/gk-anthology-meren-ash/?cb=1536274419	4	84	38	Mid-Range	No Early ManaC/Sol Ring	0	6	0	1	Combat Damage	No	BG
1013	Game Knights 06/05/17	Game Knights	4	Freyalise Llanowar's Fury	N/A	https://tappedout.net/mtg-decks/gk-anthology-freyalise-ash/?cb=1536274144	3.78	100	37	Mid-Range	No Early ManaC/Sol Ring	0	6	0	2	Combat Damage	No	G
1014	Game Knights 04/08/17	Game Knights	4	Karametra God of Harvests	N/A	http://tappedout.net/mtg-card/karametra-god-of-harvests/	2.85	662	38	Combo	No Early ManaC/Sol Ring	0	20	0	0		Yes	WG
1014	Game Knights 04/08/17	Game Knights	3	Kaseto Orochi Archmage	N/A	http://tappedout.net/mtg-decks/kaseto-the-professor-game-knights-5/	3.23	252	38	Aggro	No Early ManaC/Sol Ring	0	8	0	4	Combat Damage	No	UG
1014	Game Knights 04/08/17	Game Knights	2	Intet the Dreamer	N/A	http://tappedout.net/mtg-decks/intet-the-dreamer-jimmy-game-knights-5/	4.16	806	39	Mid-Range	No Early ManaC/Sol Ring	0	8	0	4	Combat Damage	No	URG
1014	Game Knights 04/08/17	Game Knights	1	Cromat	N/A	http://tappedout.net/mtg-decks/5-color-nekusar-josh-game-knights-5/	3.16	487	39	Mid-Range	No Early ManaC/Sol Ring	0	11	0	4	Combat Damage	No	WUBRG
1015	Game Knights - Game 1 02/27/17	Game Knights	2	Sram Senior Edificer	N/A	http://tappedout.net/mtg-decks/sram-senior-edificer-wes-game-knights-4/	2.22	223	33	Voltron	No Early ManaC/Sol Ring	0	5	0	4	Infect	No	W
1015	Game Knights - Game 1 02/27/17	Game Knights	1	Kari Zev Skyship Raider	N/A	http://tappedout.net/mtg-decks/kari-zev-skyship-raider-jimmy-game-knights-4/	3.69	373	36	Aggro	No Early ManaC/Sol Ring	0	2	0	3	Combat Damage	No	R
1015	Game Knights - Game 1 02/27/17	Game Knights	3	Yahenni Undying Partisan	N/A	http://tappedout.net/mtg-decks/yahenni-undying-partisan-vinny-game-knights-4/	4	316	37	Combo	No Early ManaC/Sol Ring	0	11	0	0		Yes	B
1015	Game Knights - Game 1 02/27/17	Game Knights	4	Rishkar Peema Renegade	N/A	http://tappedout.net/mtg-decks/rishkar-peema-renegade-jlk-l-game-knights-4/	3.92	672	34	Mid-Range	No Early ManaC/Sol Ring	0	7	0	3	Non-Combat non-combo	No	G
1016	Game Knights - Game 2 02/27/17	Game Knights	1	Sram Senior Edificer	N/A	http://tappedout.net/mtg-decks/sram-senior-edificer-wes-game-knights-4/	2.22	223	33	Voltron	No Early ManaC/Sol Ring	0	8	0	3	Combat Damage	No	W
1016	Game Knights - Game 2 02/27/17	Game Knights	4	Kari Zev Skyship Raider	N/A	http://tappedout.net/mtg-decks/kari-zev-skyship-raider-jimmy-game-knights-4/	3.69	373	36	Aggro	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	R
1016	Game Knights - Game 2 02/27/17	Game Knights	2	Yahenni Undying Partisan	N/A	http://tappedout.net/mtg-decks/yahenni-undying-partisan-vinny-game-knights-4/	4	316	37	Combo	No Early ManaC/Sol Ring	0		0	3	Combat Damage	No	B
1016	Game Knights - Game 2 02/27/17	Game Knights	3	Rishkar Peema Renegade	N/A	http://tappedout.net/mtg-decks/rishkar-peema-renegade-jlk-l-game-knights-4/	3.92	672	34	Mid-Range	No Early ManaC/Sol Ring	0	7	0	0		Yes	G
1017	Game Knights - Game 1 02/07/17	Game Knights	3	Titania Protector of Argoth	N/A	http://tappedout.net/mtg-decks/titania-lands-jlk-l-game-knights-3/	3.09	888	43	Mid-Range	No Early ManaC/Sol Ring	0	3	0	2	Infect	No	G
1017	Game Knights - Game 1 02/07/17	Game Knights	1	Silas Renn Seeker Adept	Sidar Kondo of Jamuraa	http://tappedout.net/mtg-decks/silas-renn-sidar-kondo-jimmy-game-knights-3/	3.73	618	36	Combo	No Early ManaC/Sol Ring	0	8	0	2	Infect	No	WUBG
1017	Game Knights - Game 1 02/07/17	Game Knights	4	Rhys the Redeemed	N/A	http://tappedout.net/mtg-decks/rhys-the-redeemed-craig-game-knights-3/	4.13	947	37	Aggro	Early ManaC/Sol Ring	1	5	0	2	Infect	No	WG
1017	Game Knights - Game 1 02/07/17	Game Knights	2	Yidris Maelstrom Wielder	N/A	http://tappedout.net/mtg-decks/yidris-infect-josh-kim-game-knights-3/	3.24	505	35	Combo	No Early ManaC/Sol Ring	0	7	0	0		Yes	UBRG
1018	Game Knights - Game 2 02/07/17	Game Knights	2	Alesha Who Smiles at Death	N/A	http://tappedout.net/mtg-decks/alesha-josh-kim-game-knights-3/	3.73	618	36	Aggro	No Early ManaC/Sol Ring	0	10	0	1	Combo	No	WBR
1018	Game Knights - Game 2 02/07/17	Game Knights	4	Oona Queen of the Fae	N/A	http://tappedout.net/mtg-decks/oona-queen-of-the-fae-craig-game-knights-3/	3.36	767	36	Combo	No Early ManaC/Sol Ring	0	9	0	1	Combo	No	UB
1018	Game Knights - Game 2 02/07/17	Game Knights	3	Titania Protector of Argoth	N/A	http://tappedout.net/mtg-decks/titania-lands-jlk-l-game-knights-3/	3.09	888	43	Mid-Range	No Early ManaC/Sol Ring	0	9	0	1	Combo	No	G
1018	Game Knights - Game 2 02/07/17	Game Knights	1	Silas Renn Seeker Adept	Sidar Kondo of Jamuraa	http://tappedout.net/mtg-decks/silas-renn-sidar-kondo-jimmy-game-knights-3/	3.73	618	36	Combo	No Early ManaC/Sol Ring	0	9	0	0		Yes	WUBG
1019	Game Knights - Game 1 01/04/17	Game Knights	1	Vial Smasher the Fierce	Thrasios Triton Hero	http://tappedout.net/mtg-decks/vial-smasher-thrasios-jlk-game-knights-2-1/	4.03	657	39	Mid-Range	No Early ManaC/Sol Ring	0		0	3		No	UBRG
1019	Game Knights - Game 1 01/04/17	Game Knights	3	Tana the Bloodsower	Tymna the Weaver	http://tappedout.net/mtg-decks/tymna-tana-birthing-pod-alex-game-knights-2/	2.94	597	37	Combo	No Early ManaC/Sol Ring	0		0	0		Yes	WBRG
1019	Game Knights - Game 1 01/04/17	Game Knights	4	Shu Yun the Silent Tempest	N/A	http://tappedout.net/mtg-decks/shu-yun-jimmy-game-knights-2/	2.75	826	36	Aggro	Early ManaC/Sol Ring	1		0	3	Combo	No	WUR
1019	Game Knights - Game 1 01/04/17	Game Knights	2	Kresh the Bloodbraided	N/A	http://tappedout.net/mtg-decks/kresh-the-bloodbraided-craig-game-knights-2-1/	4.22	871	37	Aggro	No Early ManaC/Sol Ring	0		0	3	Combo	No	BRG
1020	Game Knights - Game 2 01/04/17	Game Knights	1	Vial Smasher the Fierce	Thrasios Triton Hero	http://tappedout.net/mtg-decks/vial-smasher-thrasios-jlk-game-knights-2-1/	4.03	657	39	Mid-Range	No Early ManaC/Sol Ring	0	11	0	0		Yes	UBRG
1020	Game Knights - Game 2 01/04/17	Game Knights	4	Shu Yun the Silent Tempest	N/A	http://tappedout.net/mtg-decks/shu-yun-jimmy-game-knights-2/	2.75	826	36	Aggro	No Early ManaC/Sol Ring	0	4	0	2	Combat Damage	No	WUR
1020	Game Knights - Game 2 01/04/17	Game Knights	3	Geist of Saint Traft	N/A	http://tappedout.net/mtg-decks/geist-of-saint-traft-alex-game-knights-2/	3.33	854	36	Control	No Early ManaC/Sol Ring	0	7	0	1	Non-Combat non-combo	No	WU
1020	Game Knights - Game 2 01/04/17	Game Knights	2	Damia sage of Stone	N/A	http://tappedout.net/mtg-decks/damia-sage-of-stone-craig-game-knights-2/	4.9	1100	38	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Non-Combat non-combo	No	UBG
1021	Game Knights - Game 1 12/04/16	Game Knights	4	Kynaios and Tiro of Meletis	N/A	http://tappedout.net/mtg-decks/kynaios-tiro-vinny-game-knights-1/	3.54	543	43	Control	No Early ManaC/Sol Ring	0	4	0	1	Infect	No	WURG
1021	Game Knights - Game 1 12/04/16	Game Knights	3	Kydele Chosen of Kruphix	Bruse Tarl Boorish Herder	http://tappedout.net/mtg-decks/kydele-bruse-tarl-jlk-game-knights-1/	3.14	562	37	Combo	No Early ManaC/Sol Ring	0	5	0	1	Infect	No	WURG
1021	Game Knights - Game 1 12/04/16	Game Knights	2	Breya Etherium Shaper	N/A	http://tappedout.net/mtg-decks/breya-etherium-shaper-jimmy-game-knights-1/	3.9	702	37	Control	No Early ManaC/Sol Ring	0	7	0	0		Yes	WUBR
1021	Game Knights - Game 1 12/04/16	Game Knights	1	Saskia the Unyielding	N/A	http://tappedout.net/mtg-decks/saskia-infect-craig-game-knights-1/	2.6	538	37	Aggro	Early ManaC/Sol Ring	1	5	0	2	Non-Combat non-combo	No	WBRG
1022	Game Knights - Game 2 12/04/16	Game Knights	4	Kynaios and Tiro of Meletis	N/A	http://tappedout.net/mtg-decks/kynaios-tiro-vinny-game-knights-1/	3.54	543	43	Control	No Early ManaC/Sol Ring	0	8	0	3	Non-Combat non-combo	No	WURG
1022	Game Knights - Game 2 12/04/16	Game Knights	3	Kydele Chosen of Kruphix	Bruse Tarl Boorish Herder	http://tappedout.net/mtg-decks/kydele-bruse-tarl-jlk-game-knights-1/	3.14	562	37	Combo	No Early ManaC/Sol Ring	0	13	0	0		Yes	WURG
1022	Game Knights - Game 2 12/04/16	Game Knights	2	Breya Etherium Shaper	N/A	http://tappedout.net/mtg-decks/breya-etherium-shaper-jimmy-game-knights-1/	3.9	702	37	Control	No Early ManaC/Sol Ring	0	7	0	3	Non-Combat non-combo	No	WUBR
1022	Game Knights - Game 2 12/04/16	Game Knights	1	Atraxa Praetors' Voice	N/A	http://tappedout.net/mtg-decks/atraxa-infect-craig-game-knights-1/	2.86	561	37	Aggro	No Early ManaC/Sol Ring	0	10	0	3	Non-Combat non-combo	No	WUBG
1023	Game Knights - Game 1 11/11/16	Game Knights	2	Vial Smasher the Fierce	Kydele Chosen of Kruphix	https://tappedout.net/mtg-decks/gk-precon-yidris-ash/?cb=1536284499	4.27	140	39	Combo	No Early ManaC/Sol Ring	0	3	0	1	Non-Combat non-combo	No	UBRG
1023	Game Knights - Game 1 11/11/16	Game Knights	1	Saskia the Unyielding	N/A	https://tappedout.net/mtg-decks/gk-precon-saskia-ash/?cb=1536284603	3.42	131	36	Aggro	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	WBRG
1023	Game Knights - Game 1 11/11/16	Game Knights	4	Kynaios and Tiro of Meletis	N/A	https://tappedout.net/mtg-decks/gk-precon-kynaios-ash/?cb=1536284697	3.83	143	40	Control	No Early ManaC/Sol Ring	0		0	3	Combat Damage	No	WURG
1023	Game Knights - Game 1 11/11/16	Game Knights	3	Atraxa Praetors' Voice	N/A	https://tappedout.net/mtg-decks/gk-precon-atraxa-ash/?cb=1536285188	3.7	123	39	Aggro	No Early ManaC/Sol Ring	0		0	0		Yes	WUBG
1024	Game Knights - Game 2 11/11/16	Game Knights	1	Atraxa Praetors' Voice	N/A	https://tappedout.net/mtg-decks/gk-precon-atraxa-ash/?cb=1536285188	3.7	123	39	Aggro	No Early ManaC/Sol Ring	0		0	0		Yes	WUBG
1024	Game Knights - Game 2 11/11/16	Game Knights	2	Kraum Ludevic's Opus	Sidar Kondo of Jamuraa	https://tappedout.net/mtg-decks/gk-precon-kynaios-ash/?cb=1536284697	3.83	143	40	Control	No Early ManaC/Sol Ring	0	0	0	4	Non-Combat non-combo	No	WURG
1024	Game Knights - Game 2 11/11/16	Game Knights	3	Breya Etherium Shaper	N/A	https://tappedout.net/mtg-decks/gk-precon-breya-ash/?cb=1536285794	3.49	108	37	Combo	No Early ManaC/Sol Ring	0	6	0	1	Combat Damage	No	WUBR
1024	Game Knights - Game 2 11/11/16	Game Knights	4	Yidris Maelstrom Wielder	N/A	https://tappedout.net/mtg-decks/gk-precon-yidris-ash/?cb=1536284499	4.27	140	39	Aggro	No Early ManaC/Sol Ring	0	6	0	1	Combat Damage	No	UBRG
1025	Commander VS 05/16/18	Commander VS.	3	Valduk Keeper of the Flame	N/A	https://tappedout.net/mtg-decks/cv-516-valduk-ash/?cb=1536689689	2.12	39	33	Voltron	No Early ManaC/Sol Ring	0	8	0	1	Commander Damage	No	R
1025	Commander VS 05/16/18	Commander VS.	1	Tatyova Benthic Druid	N/A	https://tappedout.net/mtg-decks/cv-516-tatyova/	2.85	61	38	Mid-Range	No Early ManaC/Sol Ring	0		0	0		Yes	UG
1025	Commander VS 05/16/18	Commander VS.	4	Yargle Glutton of Urborg	N/A	https://tappedout.net/mtg-decks/cv-yargle-ash/?cb=1536689594	2.73	39	33	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	B
1025	Commander VS 05/16/18	Commander VS.	2	Grunn the Lonely King	N/A	https://tappedout.net/mtg-decks/cv-grunn-ash/?cb=1536689542	2.78	43	36	Control	No Early ManaC/Sol Ring	0	8	0	3	Combat Damage	No	G
1026	Commander VS 05/02/18	Commander VS.	3	Muldrotha the Gravetide	N/A	https://tappedout.net/mtg-decks/cv-502-muldrotha-ash/?cb=1536694937	3.08	644	36	Combo	No Early ManaC/Sol Ring	0	4	0	2	Commander Damage	No	UBG
1026	Commander VS 05/02/18	Commander VS.	1	Baird Steward of Argive	N/A	https://tappedout.net/mtg-decks/cv-502-baird-ash/?cb=1536694903	3.25	635	33	Control	No Early ManaC/Sol Ring	0	12	0	2	Commander Damage	No	W
1026	Commander VS 05/02/18	Commander VS.	2	Multani Yavimaya's Avatar	N/A	https://tappedout.net/mtg-decks/cv-502-multani-ash/?cb=1536694812	3.77	461	35	Mid-Range	No Early ManaC/Sol Ring	0	25	0	0		Yes	G
1026	Commander VS 05/02/18	Commander VS.	4	Firesong and Sunspeaker	N/A	https://tappedout.net/mtg-decks/cv-502-firesong-ash/?cb=1536694720	3.52	473	37	Mid-Range	No Early ManaC/Sol Ring	0	13	0	2	Commander Damage	No	WR
1028	Commander VS 03/14/18	Commander VS.	3	Liliana Heretical Healer	N/A	https://tappedout.net/mtg-decks/cv-314-heretical-heals-ash/?cb=1536702618	3.76	918	38	Unkown	No Early ManaC/Sol Ring	0	13	0	1	Combat Damage	No	B
1028	Commander VS 03/14/18	Commander VS.	1	Admiral Beckett Brass	N/A	https://tappedout.net/mtg-decks/cv-314-brass-ash/?cb=1536702666	3.48	631	36	Control	No Early ManaC/Sol Ring	0	13	0	0		Yes	UBR
1028	Commander VS 03/14/18	Commander VS.	2	Kaseto Orochi Archmage	N/A	https://tappedout.net/mtg-decks/cv-314-orochi-ash/?cb=1536702712	3.48	452	36	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Commander Damage	No	UG
1028	Commander VS 03/14/18	Commander VS.	4	Sram Senior Edificer	N/A	https://tappedout.net/mtg-decks/cv-314-sram-ash/?cb=1536702785	2.33	574	33	Voltron	No Early ManaC/Sol Ring	0	9	0	1	Combat Damage	No	W
1029	Commander VS - Game 1 03/07/18	Commander VS.	2	Damia Sage of Stone	N/A	https://tappedout.net/mtg-decks/cv-307-damia-ash/?cb=1536704542	3	1511	37	Unkown	No Early ManaC/Sol Ring	0	4	0	1	Combo	No	UBG
